id,target
442,0.340388
443,0.300419
444,0.326138
445,0.200160
446,0.179708
447,0.284131
448,0.222290
449,0.319364
450,0.283172
451,0.341066
452,0.377636
453,0.361005
454,0.412962
455,0.330618
456,0.503817
457,0.237743
458,0.412762
459,0.405193
460,0.228959
461,0.681596
462,0.441003
463,0.393626
464,0.686208
465,0.369259
466,0.203018
467,0.338037
468,0.349217
469,0.422871
470,0.284578
471,0.373153
472,0.368633
473,0.361525
474,0.764717
475,0.284652
476,0.206121
477,0.181187
478,0.166951
479,0.152374
480,0.354717
481,0.553888
482,0.331887
483,0.392665
484,0.305700
485,0.192065
486,0.383821
487,0.178587
488,0.324339
489,0.155078
490,0.466235
491,0.229210
492,0.253522
493,0.353964
494,0.319300
495,0.255303
496,0.291224
497,0.296646
498,0.349635
499,0.408477
500,0.182378
501,0.391195
502,0.399330
503,0.357001
504,0.234025
505,0.288376
506,0.549435
507,0.201319
508,0.854127
509,0.187137
510,0.218369
511,0.294517
512,0.501473
513,0.258891
514,0.316868
515,0.150844
516,0.339351
517,0.271810
518,0.168830
519,0.293112
520,0.440348
521,0.529114
522,0.189301
523,0.248341
524,0.284732
525,0.391891
526,0.411896
527,0.379093
528,0.254006
529,0.305706
530,0.416851
531,0.333395
532,0.335682
533,0.337805
534,0.315045
535,0.251377
536,0.225401
537,0.320405
538,0.228267
539,0.241645
540,0.262778
541,0.280438
542,0.232095
543,0.156712
544,0.139519
545,0.403484
546,0.261716
547,0.413285
548,0.333238
549,0.302656
550,0.298573
551,0.256506
552,0.224289
553,0.213390
554,0.241099
555,0.385666
556,0.365560
557,0.391336
558,0.246312
559,0.386062
560,0.192509
561,0.162429
562,0.425244
563,0.217227
564,0.162099
565,0.354232
566,0.198863
567,0.260794
568,0.251685
569,0.382052
570,0.251362
571,0.323372
572,0.243288
573,0.606221
574,0.640228
575,0.323338
576,0.363904
577,0.204238
578,0.332375
579,0.302054
580,0.423266
581,0.395291
582,0.258743
583,0.571166
584,0.401940
585,0.456919
586,0.240908
587,0.243392
588,0.354874
589,0.193979
590,0.221712
591,0.214408
592,0.247309
593,0.358667
594,0.251738
595,0.468070
596,0.259393
597,0.781479
598,0.273900
599,0.326881
600,0.363687
601,0.486707
602,0.571302
603,0.215372
604,0.294055
605,0.642228
606,0.527821
607,0.315747
608,0.359154
609,0.247149
610,0.370872
611,0.273704
612,0.390003
613,0.272475
614,0.256665
615,0.372808
616,0.267647
617,0.361701
618,0.279727
619,0.568519
620,0.324102
621,0.236491
622,0.273769
623,0.330365
624,0.404924
625,0.309291
626,0.215388
627,0.388168
628,0.357820
629,0.455459
630,0.192955
631,0.223225
632,0.614567
633,0.304861
634,0.248952
635,0.261994
636,0.380250
637,0.262761
638,0.203109
639,0.165924
640,0.337830
641,0.126261
642,0.289137
643,0.421685
644,0.196213
645,0.251908
646,0.351714
647,0.277878
648,0.307087
649,0.252483
650,0.384252
651,0.267229
652,0.312913
653,0.336973
654,0.232383
655,0.159469
656,0.178870
657,0.428993
658,0.308679
659,0.407860
660,0.290697
661,0.365921
662,0.300460
663,0.168228
664,0.554802
665,0.515559
666,0.182980
667,0.351848
668,0.215681
669,0.238326
670,0.250298
671,0.285644
672,0.700715
673,0.327414
674,0.334649
675,0.345581
676,0.320707
677,0.129935
678,0.445615
679,0.316261
680,0.495009
681,0.413418
682,0.265175
683,0.725200
684,0.259845
685,0.505224
686,0.331843
687,0.533755
688,0.262417
689,0.503232
690,0.314831
691,0.283648
692,0.257834
693,0.411026
694,0.384506
695,0.586999
696,0.337449
697,0.343558
698,0.137298
699,0.367703
700,0.220843
701,0.232784
702,0.273357
703,0.256621
704,0.605491
705,0.253072
706,0.328395
707,0.238850
708,0.252807
709,0.386672
710,0.297544
711,0.240355
712,0.702545
713,0.469424
714,0.357868
715,0.362535
716,0.270295
717,0.404862
718,0.396573
719,0.188184
720,0.250439
721,0.564779
722,0.258323
723,0.225236
724,0.394495
725,0.154095
726,0.300101
727,0.298794
728,0.320719
729,0.413255
730,0.283756
731,0.236308
732,0.575608
733,0.330749
734,0.287705
735,0.149660
736,0.334530
737,0.187859
738,0.219462
739,0.373753
740,0.491560
741,0.205546
742,0.364397
743,0.320904
744,0.237945
745,0.235944
746,0.285805
747,0.311149
748,0.293569
749,0.591646
750,0.483889
751,0.244333
752,0.211815
753,0.353409
754,0.292824
755,0.379729
756,0.171804
757,0.312628
758,0.250584
759,0.203691
760,0.343297
761,0.597215
762,0.247446
763,0.143385
764,0.307429
765,0.301117
766,0.324352
767,0.299062
768,0.375671
769,0.227651
770,0.581912
771,0.346009
772,0.446487
773,0.216032
774,0.207401
775,0.273159
776,0.294970
777,0.442236
778,0.187120
779,0.279270
780,0.330478
781,0.177132
782,0.350230
783,0.288984
784,0.425690
785,0.493141
786,0.153195
787,0.567682
788,0.101218
789,0.510462
790,0.387833
791,0.299685
792,0.387895
793,0.278512
794,0.513629
795,0.302273
796,0.464666
797,0.545220
798,0.183197
799,0.155419
800,0.395432
801,0.330466
802,0.189552
803,0.654756
804,0.394197
805,0.230552
806,0.309152
807,0.301424
808,0.477521
809,0.578563
810,0.249408
811,0.297656
812,0.270742
813,0.442893
814,0.333907
815,0.192804
816,0.274390
817,0.285669
818,0.487168
819,0.350375
820,0.287632
821,0.699371
822,0.225470
823,0.462120
824,0.161141
825,0.161705
826,0.393465
827,0.220515
828,0.245355
829,0.322741
830,0.234967
831,0.347475
832,0.236537
833,0.403234
834,0.243313
835,0.213208
836,0.251823
837,0.186944
838,0.349476
839,0.702141
840,0.281068
841,0.222569
842,0.590563
843,0.577546
844,0.296649
845,0.386368
846,0.263945
847,0.561663
848,0.500166
849,0.456433
850,0.287016
851,0.216949
852,0.609590
853,0.386037
854,0.288365
855,0.282228
856,0.354756
857,0.262392
858,0.287558
859,0.295420
860,0.381651
861,0.182970
862,0.324910
863,0.165580
864,0.357115
865,0.222010
866,0.487713
867,0.399173
868,0.157591
869,0.370378
870,0.515668
871,0.301809
872,0.226267
873,0.331603
874,0.251678
875,0.293214
876,0.283002
877,0.236476
878,0.253125
879,0.499768
880,0.389011
881,0.344163
882,0.220693
883,0.232375
884,0.250097
885,0.233753
886,0.397106
887,0.146498
888,0.367755
889,0.229284
890,0.215487
891,0.445151
892,0.337360
893,0.262840
894,0.277796
895,0.245630
896,0.175270
897,0.320175
898,0.329726
899,0.505658
900,0.290546
901,0.407376
902,0.308141
903,0.341375
904,0.227573
905,0.374171
906,0.328279
907,0.341640
908,0.208357
909,0.335657
910,0.291178
911,0.443869
912,0.387988
913,0.365817
914,0.383604
915,0.511792
916,0.539275
917,0.316006
918,0.374631
919,0.326609
920,0.553833
921,0.346222
922,0.632994
923,0.349493
924,0.233485
925,0.402956
926,0.363914
927,0.227680
928,0.319409
929,0.376176
930,0.265627
931,0.258123
932,0.233177
933,0.372968
934,0.197555
935,0.247492
936,0.191671
937,0.348271
938,0.305570
939,0.406192
940,0.360597
941,0.431079
942,0.134873
943,0.390128
944,0.559799
945,0.378376
946,0.292699
947,0.361818
948,0.238527
949,0.181371
950,0.239179
951,0.413087
952,0.214873
953,0.447938
954,0.234267
955,0.566474
956,0.232094
957,0.247559
958,0.335097
959,0.215783
960,0.519514
961,0.193474
962,0.345545
963,0.321713
964,0.173561
965,0.268533
966,0.279576
967,0.452865
968,0.319952
969,0.435596
970,0.254565
971,0.369998
972,0.211702
973,0.440501
974,0.362888
975,0.302662
976,0.441094
977,0.224785
978,0.235576
979,0.295649
980,0.285563
981,0.383859
982,0.448109
983,0.250176
984,0.161946
985,0.320646
986,0.153650
987,0.227521
988,0.333871
989,0.309110
990,0.204100
991,0.497174
992,0.341324
993,0.438143
994,0.212537
995,0.316910
996,0.196883
997,0.493196
998,0.457569
999,0.355234
1000,0.193494
1001,0.407838
1002,0.323925
1003,0.325016
1004,0.227474
1005,0.393406
1006,0.226104
1007,0.255049
1008,0.212140
1009,0.511148
1010,0.324173
1011,0.282272
1012,0.322680
1013,0.204386
1014,0.410135
1015,0.572076
1016,0.387246
1017,0.189001
1018,0.304207
1019,0.451291
1020,0.201714
1021,0.223119
1022,0.331435
1023,0.508274
1024,0.282640
1025,0.303130
1026,0.262556
1027,0.175242
1028,0.504388
1029,0.181319
1030,0.473306
1031,0.195654
1032,0.419203
1033,0.334461
1034,0.319132
1035,0.292535
1036,0.173206
1037,0.329963
1038,0.226933
1039,0.231898
1040,0.378936
1041,0.351134
1042,0.283837
1043,0.289413
1044,0.277696
1045,0.300725
1046,0.385330
1047,0.222753
1048,0.199713
1049,0.361064
1050,0.136462
1051,0.309130
1052,0.287308
1053,0.400706
1054,0.265145
1055,0.217842
1056,0.553645
1057,0.288854
1058,0.263738
1059,0.343728
1060,0.433975
1061,0.622495
1062,0.253468
1063,0.230647
1064,0.319647
1065,0.372179
1066,0.254748
1067,0.247575
1068,0.324012
1069,0.350626
1070,0.391980
1071,0.163943
1072,0.429119
1073,0.110391
1074,0.279428
1075,0.191852
1076,0.291205
1077,0.326037
1078,0.269695
1079,0.313620
1080,0.389232
1081,0.181917
1082,0.355950
1083,0.284534
1084,0.484859
1085,0.530761
1086,0.397678
1087,0.200917
1088,0.448472
1089,0.367658
1090,0.121537
1091,0.248188
1092,0.192324
1093,0.323244
1094,0.242085
1095,0.349251
1096,0.260962
1097,0.266886
1098,0.347826
1099,0.346167
1100,0.594497
1101,0.335493
1102,0.193473
1103,0.321894
1104,0.514330
1105,0.345780
1106,0.413814
1107,0.329745
1108,0.295811
1109,0.348315
1110,0.203035
1111,0.593187
1112,0.541545
1113,0.358088
1114,0.359743
1115,0.543425
1116,0.178244
1117,0.249852
1118,0.633154
1119,0.803275
1120,0.162192
1121,0.568183
1122,0.319243
1123,0.350707
1124,0.384308
1125,0.362470
1126,0.400192
1127,0.419036
1128,0.420117
1129,0.388329
1130,0.234583
1131,0.316687
1132,0.570911
1133,0.133636
1134,0.501277
1135,0.340152
1136,0.398853
1137,0.346001
1138,0.286941
1139,0.318187
1140,0.327897
1141,0.545151
1142,0.269770
1143,0.471469
1144,0.152105
1145,0.372544
1146,0.273185
1147,0.187410
1148,0.153085
1149,0.230314
1150,0.193952
1151,0.228653
1152,0.281786
1153,0.321650
1154,0.576656
1155,0.353104
1156,0.229695
1157,0.538345
1158,0.249038
1159,0.397839
1160,0.161273
1161,0.449026
1162,0.333068
1163,0.219152
1164,0.338920
1165,0.315199
1166,0.330533
1167,0.439080
1168,0.393904
1169,0.357432
1170,0.272228
1171,0.345397
1172,0.386252
1173,0.341661
1174,0.623158
1175,0.646455
1176,0.196997
1177,0.377103
1178,0.676767
1179,0.204633
1180,0.374648
1181,0.587227
1182,0.287945
1183,0.355537
1184,0.208747
1185,0.473122
1186,0.568785
1187,0.236844
1188,0.224237
1189,0.363465
1190,0.360810
1191,0.330521
1192,0.351849
1193,0.341332
1194,0.263237
1195,0.250591
1196,0.208835
1197,0.364753
1198,0.607073
1199,0.231599
1200,0.225027
1201,0.325574
1202,0.286029
1203,0.210333
1204,0.370753
1205,0.351764
1206,0.593337
1207,0.398047
1208,0.433277
1209,0.306817
1210,0.309469
1211,0.352318
1212,0.312225
1213,0.283768
1214,0.178942
1215,0.408331
1216,0.484857
1217,0.403074
1218,0.158563
1219,0.243720
1220,0.349508
1221,0.257889
1222,0.420377
1223,0.167097
1224,0.344060
1225,0.435248
1226,0.292430
1227,0.332422
1228,0.279475
1229,0.181768
1230,0.319968
1231,0.375746
1232,0.368270
1233,0.257081
1234,0.573121
1235,0.388544
1236,0.347961
1237,0.370571
1238,0.550463
1239,0.334768
1240,0.228866
1241,0.353349
1242,0.388785
1243,0.275174
1244,0.295103
1245,0.241000
1246,0.319412
1247,0.286000
1248,0.498544
1249,0.374105
1250,0.313957
1251,0.307202
1252,0.183683
1253,0.383638
1254,0.305125
1255,0.495253
1256,0.584784
1257,0.570815
1258,0.392994
1259,0.712208
1260,0.309460
1261,0.247685
1262,0.218259
1263,0.268096
1264,0.313925
1265,0.327984
1266,0.382784
1267,0.386131
1268,0.221484
1269,0.385205
1270,0.303433
1271,0.494123
1272,0.233043
1273,0.746759
1274,0.171168
1275,0.564295
1276,0.530692
1277,0.142468
1278,0.279151
1279,0.262466
1280,0.262280
1281,0.287694
1282,0.403067
1283,0.422831
1284,0.262461
1285,0.616001
1286,0.315879
1287,0.179667
1288,0.197928
1289,0.465450
1290,0.309776
1291,0.404426
1292,0.351066
1293,0.243932
1294,0.449017
1295,0.272859
1296,0.232985
1297,0.315874
1298,0.451561
1299,0.375494
1300,0.288567
1301,0.268430
1302,0.644390
1303,0.253503
1304,0.342076
1305,0.591981
1306,0.325690
1307,0.353980
1308,0.180090
1309,0.357752
1310,0.394766
1311,0.459855
1312,0.263519
1313,0.349570
1314,0.227069
1315,0.358533
1316,0.356723
1317,0.358475
1318,0.504088
1319,0.223037
1320,0.395025
1321,0.267923
1322,0.279293
1323,0.337672
1324,0.351168
1325,0.306936
1326,0.629476
1327,0.581306
1328,0.450306
1329,0.270688
1330,0.303269
1331,0.422826
1332,0.372374
1333,0.163186
1334,0.365267
1335,0.592680
1336,0.241188
1337,0.460010
1338,0.418320
1339,0.462877
1340,0.739598
1341,0.597668
1342,0.369468
1343,0.605015
1344,0.368631
1345,0.199446
1346,0.337684
1347,0.321558
1348,0.107197
1349,0.296649
1350,0.304949
1351,0.176387
1352,0.190989
1353,0.194932
1354,0.391332
1355,0.249255
1356,0.492063
1357,0.260918
1358,0.199578
1359,0.403362
1360,0.212893
1361,0.237446
1362,0.358466
1363,0.384346
1364,0.249758
1365,0.277301
1366,0.347681
1367,0.238013
1368,0.471372
1369,0.380444
1370,0.211466
1371,0.346513
1372,0.305597
1373,0.302194
1374,0.237501
1375,0.272522
1376,0.197923
1377,0.606274
1378,0.234208
1379,0.452468
1380,0.287399
1381,0.222786
1382,0.652246
1383,0.192636
1384,0.193020
1385,0.244527
1386,0.202024
1387,0.202075
1388,0.319736
1389,0.342778
1390,0.328362
1391,0.313708
1392,0.179234
1393,0.271905
1394,0.378863
1395,0.187204
1396,0.390459
1397,0.186473
1398,0.201087
1399,0.368118
1400,0.352588
1401,0.291469
1402,0.297366
1403,0.210458
1404,0.316370
1405,0.237129
1406,0.419913
1407,0.345175
1408,0.200348
1409,0.295405
1410,0.423095
1411,0.181746
1412,0.192497
1413,0.324980
1414,0.194043
1415,0.348346
1416,0.553526
1417,0.263146
1418,0.205411
1419,0.213362
1420,0.629143
1421,0.319253
1422,0.326461
1423,0.257078
1424,0.229865
1425,0.311041
1426,0.312124
1427,0.377109
1428,0.265274
1429,0.492886
1430,0.655375
1431,0.391666
1432,0.200527
1433,0.607991
1434,0.160966
1435,0.171783
1436,0.302981
1437,0.263645
1438,0.366438
1439,0.218168
1440,0.397503
1441,0.205338
1442,0.339910
1443,0.292140
1444,0.363521
1445,0.376187
1446,0.311517
1447,0.699476
1448,0.399751
1449,0.353608
1450,0.159037
1451,0.162906
1452,0.586602
1453,0.298241
1454,0.306511
1455,0.346434
1456,0.375842
1457,0.290499
1458,0.277309
1459,0.148990
1460,0.313129
1461,0.411256
1462,0.360634
1463,0.228282
1464,0.356765
1465,0.607692
1466,0.319362
1467,0.495060
1468,0.352485
1469,0.391076
1470,0.407896
1471,0.152304
1472,0.303484
1473,0.463521
1474,0.538039
1475,0.185074
1476,0.347501
1477,0.347447
1478,0.212668
1479,0.246016
1480,0.257618
1481,0.320585
1482,0.177906
1483,0.311852
1484,0.392567
1485,0.305807
1486,0.220571
1487,0.311190
1488,0.228967
1489,0.605254
1490,0.335881
1491,0.332062
1492,0.267722
1493,0.208480
1494,0.356883
1495,0.340894
1496,0.194496
1497,0.231586
1498,0.233454
1499,0.229324
1500,0.378672
1501,0.382308
1502,0.300883
1503,0.210542
1504,0.288809
1505,0.404566
1506,0.294970
1507,0.389803
1508,0.231766
1509,0.245701
1510,0.716258
1511,0.399905
1512,0.355914
1513,0.484118
1514,0.315292
1515,0.347678
1516,0.199382
1517,0.229149
1518,0.332977
1519,0.238974
1520,0.211225
1521,0.322240
1522,0.299203
1523,0.300815
1524,0.663315
1525,0.256608
1526,0.604592
1527,0.230794
1528,0.401673
1529,0.362158
1530,0.290460
1531,0.236559
1532,0.166685
1533,0.311887
1534,0.201671
1535,0.171044
1536,0.253164
1537,0.293122
1538,0.655083
1539,0.718179
1540,0.401264
1541,0.355138
1542,0.179004
1543,0.230875
1544,0.337533
1545,0.359057
1546,0.468856
1547,0.392212
1548,0.547477
1549,0.491525
1550,0.601366
1551,0.313080
1552,0.386594
1553,0.204786
1554,0.363052
1555,0.322251
1556,0.371296
1557,0.395522
1558,0.379272
1559,0.213283
1560,0.343499
1561,0.187014
1562,0.190916
1563,0.213252
1564,0.160967
1565,0.370869
1566,0.311112
1567,0.282645
1568,0.250778
1569,0.444891
1570,0.328344
1571,0.209513
1572,0.360701
1573,0.227057
1574,0.305130
1575,0.377360
1576,0.391273
1577,0.373981
1578,0.318091
1579,0.377940
1580,0.285300
1581,0.164354
1582,0.300956
1583,0.388548
1584,0.514178
1585,0.436758
1586,0.446696
1587,0.594608
1588,0.504275
1589,0.390602
1590,0.284493
1591,0.177599
1592,0.519928
1593,0.375814
1594,0.240461
1595,0.254303
1596,0.177460
1597,0.551373
1598,0.378665
1599,0.359055
1600,0.201868
1601,0.232493
1602,0.219827
1603,0.253718
1604,0.181893
1605,0.384515
1606,0.141949
1607,0.361773
1608,0.382006
1609,0.310778
1610,0.441995
1611,0.492063
1612,0.312882
1613,0.444136
1614,0.180870
1615,0.319901
1616,0.559248
1617,0.344803
1618,0.332676
1619,0.181829
1620,0.360497
1621,0.263977
1622,0.299674
1623,0.284273
1624,0.322479
1625,0.372049
1626,0.352116
1627,0.432764
1628,0.276272
1629,0.475605
1630,0.507190
1631,0.401805
1632,0.202010
1633,0.509913
1634,0.320745
1635,0.253454
1636,0.347145
1637,0.351752
1638,0.252212
1639,0.357869
1640,0.281777
1641,0.317389
1642,0.353647
1643,0.170328
1644,0.288193
1645,0.201704
1646,0.567081
1647,0.309314
1648,0.239428
1649,0.357331
1650,0.206266
1651,0.386996
1652,0.345358
1653,0.436619
1654,0.267541
1655,0.525327
1656,0.359978
1657,0.363736
1658,0.319700
1659,0.456520
1660,0.395410
1661,0.360056
1662,0.274243
1663,0.230356
1664,0.261273
1665,0.623161
1666,0.210959
1667,0.346654
1668,0.585218
1669,0.420466
1670,0.390844
1671,0.329956
1672,0.285984
1673,0.420386
1674,0.286003
1675,0.290673
1676,0.229042
1677,0.233535
1678,0.271868
1679,0.767842
1680,0.311864
1681,0.118443
1682,0.330986
1683,0.402726
1684,0.344553
1685,0.323282
1686,0.411575
1687,0.328876
1688,0.401478
1689,0.256395
1690,0.389731
1691,0.234691
1692,0.304365
1693,0.611141
1694,0.252102
1695,0.304404
1696,0.417146
1697,0.231868
1698,0.752177
1699,0.256583
1700,0.386997
1701,0.286399
1702,0.674402
1703,0.385785
1704,0.194821
1705,0.455592
1706,0.193111
1707,0.272165
1708,0.220384
1709,0.740549
1710,0.382993
1711,0.350620
1712,0.543938
1713,0.294291
1714,0.302933
1715,0.663198
1716,0.381951
1717,0.336552
1718,0.370545
1719,0.305727
1720,0.173827
1721,0.370477
1722,0.371404
1723,0.279004
1724,0.372628
1725,0.438841
1726,0.618352
1727,0.248875
1728,0.181843
1729,0.239392
1730,0.378885
1731,0.683352
1732,0.358181
1733,0.506269
1734,0.273614
1735,0.318597
1736,0.304769
1737,0.213166
1738,0.323505
1739,0.205833
1740,0.609497
1741,0.435805
1742,0.455242
1743,0.385867
1744,0.277880
1745,0.266265
1746,0.505649
1747,0.402744
1748,0.406789
1749,0.382621
1750,0.218815
1751,0.215336
1752,0.346146
1753,0.356773
1754,0.232029
1755,0.218438
1756,0.331256
1757,0.665618
1758,0.415779
1759,0.237832
1760,0.795939
1761,0.331365
1762,0.539138
1763,0.279129
1764,0.277641
1765,0.260765
1766,0.235455
1767,0.332532
1768,0.284962
1769,0.315681
1770,0.286599
1771,0.338150
1772,0.388347
1773,0.284784
1774,0.353907
1775,0.164225
1776,0.415548
1777,0.224817
1778,0.205142
1779,0.289529
1780,0.176242
1781,0.235325
1782,0.233889
1783,0.185542
1784,0.341091
1785,0.271780
1786,0.179155
1787,0.264406
1788,0.212284
1789,0.226784
1790,0.229312
1791,0.364617
1792,0.731611
1793,0.290387
1794,0.339219
1795,0.343032
1796,0.286729
1797,0.349608
1798,0.320952
1799,0.333202
1800,0.494865
1801,0.303803
1802,0.305178
1803,0.184933
1804,0.376696
1805,0.318730
1806,0.437770
1807,0.338104
1808,0.262850
1809,0.357557
1810,0.378810
1811,0.293536
1812,0.217483
1813,0.393088
1814,0.229285
1815,0.240343
1816,0.156713
1817,0.343783
1818,0.264599
1819,0.265292
1820,0.194552
1821,0.182140
1822,0.297850
1823,0.272777
1824,0.338902
1825,0.385689
1826,0.379159
1827,0.395617
1828,0.302150
1829,0.369926
1830,0.286223
1831,0.288082
1832,0.703798
1833,0.308543
1834,0.352589
1835,0.596009
1836,0.260591
1837,0.497980
1838,0.361608
1839,0.492063
1840,0.267069
1841,0.398953
1842,0.276564
1843,0.292492
1844,0.496330
1845,0.327699
1846,0.426726
1847,0.465616
1848,0.361100
1849,0.488788
1850,0.245556
1851,0.199972
1852,0.164308
1853,0.217407
1854,0.690115
1855,0.404280
1856,0.285540
1857,0.352800
1858,0.179547
1859,0.256013
1860,0.245139
1861,0.322668
1862,0.682294
1863,0.266933
1864,0.359984
1865,0.256438
1866,0.304223
1867,0.316479
1868,0.522886
1869,0.239950
1870,0.185599
1871,0.684357
1872,0.278180
1873,0.277348
